"ID","PRIMARY_COMMODITY","Mineral","LONGITUDE","LATITUDE","resources"
24463,"Copper","Copper",-110.06357,32.09938,0.388533
24468,"Copper","Copper",-109.90408,31.44038,1.270058
24469,"Copper","Copper",-110.897,33.393,1.950446
24470,"Copper","Copper",-110.95556,33.41056,4.357
24471,"Copper","Copper",-110.7417,33.0589,1.360776
24473,"Copper","Copper",-109.35895,33.10015,38.095378
24503,"Copper","Copper",-111.14432,31.8724,8.119297
24505,"Copper","Copper",-111.06355,31.98801,0.758
24509,"Copper","Copper",-110.99653,33.18362,2.1978
24510,"Copper","Copper",-111.42972,33.04694,1.276861
24512,"Copper","Copper",-111.05817,33.296,28.199
24514,"Copper","Copper",-111.87069,32.90281,6.436
24518,"Copper","Copper",-113.2078,34.58333,13.113345
24519,"Copper","Copper",-112.63364,34.30709,0.448149
24673,"Copper","Copper",-112.48,46.01083,1.346
24697,"Copper","Copper",-119.03995,38.93485,3.327551
24732,"Copper","Copper",-108.36799,32.64262,3.738959
24733,"Copper","Copper",-108.06667,32.79167,7.188072
24783,"Copper","Copper",-112.145,40.52056,3.986
24814,"Other","Copper",-105.18417,41.14414,0.187333
24857,"Copper","Copper",-119.26274,38.98007,7.07
24880,"Copper","Copper",-111.50413,32.39579,0.1634
24881,"Other","Copper",-110.72771,31.4656,0.1975
24883,"Copper","Copper",-109.53389,32.88139,0.453592
24897,"Copper","Copper",-110.86644,33.39884,0.781993
24898,"Copper","Copper",-110.74459,32.47394,0.38
24909,"Copper","Copper",-107.53176,32.96851,0.689109
24927,"Copper","Copper",-91.87293,47.64812,12.1537
25014,"Copper","Copper",-120.7982,40.22814,1.328104
25491,"Copper","Copper",-89.53172,46.77332,2.576403
25493,"Other","Copper",-91.07697,37.75596,0.118
25613,"Other","Copper",116.40127,-32.618,0.8035
25622,"Copper","Copper",118.6229,-25.35998,0.13805
25635,"Copper","Copper",136.88889,-30.44,85.372
25655,"Other","Copper",144.40218,-17.11797,0.2252
25678,"Other","Copper",40.85705,23.50095,0.144505
25685,"Copper","Copper",116.94389,-28.74457,0.916
25687,"Copper","Copper",-7.96722,37.57241,2.023
25698,"Copper","Copper",40.94042,23.85226,0.7516
25700,"Copper","Copper",-70.24215,18.8779,0.8004
25706,"Other","Copper",-112.79889,65.63056,0.33
25715,"Copper","Copper",141.13257,-5.13828,3.544
25720,"Copper","Copper",-101.87414,54.78004,0.14504
25734,"Other","Copper",35.39292,18.69485,1.3535
25740,"Copper","Copper",-128.38736,58.20996,0.498951
25742,"Copper","Copper",-121.02472,49.16361,0.175
25754,"Copper","Copper",40.76716,41.03959,0.142791
25761,"Copper","Copper",-50.53919,-5.78996,10.569
25765,"Copper","Copper",145.131,-5.741,3.056
25848,"Other","Copper",-108.36306,65.91667,0.356
25867,"Copper","Copper",-126.13534,56.50443,0.503487
25929,"Other","Copper",-66.43167,47.52528,0.117299
25992,"Copper","Copper",-138.83333,62.73333,4.861871
26001,"Other","Copper",-86.478165,48.864535,0.562454
26096,"Copper","Copper",-137.24754,62.61633,0.399433
26105,"Copper","Copper",-120.53599,49.33884,2.0415
26200,"Copper","Copper",-74.86517,49.78498,0.807393
26209,"Other","Copper",-123.62417,51.46389,2.472076
26218,"Copper","Copper",-126.23028,55.00278,1.65
26219,"Copper","Copper",-65.5217,48.97051,4.21523
26245,"Copper","Copper",-110.91179,46.77187,1.008
26249,"Copper","Copper",-99.63722,56.475,0.230878
26257,"Other","Copper",-104.30411,24.52951,0.209677
26271,"Copper","Copper",-130.99356,57.37026,3.93
26275,"Nickel","Copper",-139.53333,61.46667,0.740171
26312,"Copper","Copper",-119.19429,38.98071,1.620412
26362,"Copper","Copper",147.45,-34.31667,0.728
26391,"Copper","Copper",151.27611,-24.67389,0.14739
26419,"Other","Copper",122.22,-21.72306,0.387
26490,"Copper","Copper",-69.07048,-24.23123,139.518
26539,"Other","Copper",-58.20438,-15.34425,0.205935
26568,"Copper","Copper",137.11361,-4.05667,36.151283
26573,"Copper","Copper",118.49099,56.5968,26.7
26574,"Other","Copper",-76.05238,-11.74552,0.1158
26575,"Copper","Copper",-121.04722,50.48556,3.0933
26577,"Copper","Copper",-122.28341,52.51639,2.628112
26653,"Copper","Copper",-70.70908,-17.04104,11.391011
26654,"Copper","Copper",-70.61354,-17.24621,15.726579
26665,"Copper","Copper",-4.33889,53.38799,0.15789
26668,"Copper","Copper",26.42934,-12.09539,7.627
26669,"Copper","Copper",30.00306,0.205,0.1204
26670,"Copper","Copper",155.49371,-6.32923,5.3
26672,"Copper","Copper",-110.33208,30.96187,49.46194
26696,"Copper","Copper",-70.35495,-34.0899,39.3
26697,"Copper","Copper",-68.89801,-22.28343,16.6
26702,"Copper","Copper",147.88194,-37.00667,0.315
26711,"Other","Copper",-76.26869,-10.74886,1.674776
26722,"Copper","Copper",-71.1109,-32.6507,1.355
26723,"Copper","Copper",-70.28056,-33.14972,23.5885
26771,"Other","Copper",145.87596,-31.5639,0.58136
26805,"Copper","Copper",-110.75844,31.83441,5.89216
26806,"Copper","Copper",145.58199,-42.06388,0.882236
26908,"Copper","Copper",123.701254,10.32501,1.197
26914,"Copper","Copper",-134.43958,64.01187,0.156
26927,"Other","Copper",-69.98827,-29.32967,0.370494
26942,"Other","Copper",-120.51361,50.66056,0.785621
26944,"Copper","Copper",22.29587,-29.95431,0.378
26947,"Copper","Copper",-124.64925,50.04154,0.26908
26968,"Copper","Copper",-71.20334,-30.71837,0.1108
26984,"Copper","Copper",-124.03111,55.11806,1.082724
27019,"Copper","Copper",-68.802032,-20.975159,36.3524
27024,"Other","Copper",-117.2976,38.32154,0.602216
27030,"Copper","Copper",80.71594,22.02235,2.81
27033,"Copper","Copper",17.71065,-19.7101,0.306403
27034,"Copper","Copper",67.38389,47.83639,8.013337
27051,"Copper","Copper",137.59608,-34.02121,0.114
27055,"Copper","Copper",-71.60556,-16.52667,24.326139
27058,"Copper","Copper",42.24958,20.11265,0.11
27065,"Copper","Copper",126.32466,-7.70694,0.3547
27069,"Copper","Copper",20.10854,67.8634,1.0014
27083,"Copper","Copper",-126.62,62.69417,1.30928
27104,"Other","Copper",149.57194,-35.06389,0.2002
27115,"Copper","Copper",-77.06248,-9.53663,19.537
27131,"Copper","Copper",-70.49279,-31.71883,28.9
27136,"Nickel","Copper",102.14801,38.49053,3.427
27140,"Copper","Copper",-102.89498,54.65977,0.574702
27143,"Copper","Copper",-90.384295,51.493695,0.59
27144,"Copper","Copper",-127.85639,50.67556,1.668311
27145,"Other","Copper",-81.36667,48.68306,0.377
27146,"Nickel","Copper",-81.36921,46.63706,1.78
27160,"Other","Copper",32.48932,-3.22944,0.17381
27163,"Copper","Copper",139.3632,-19.6949,1.178
27165,"Copper","Copper",148.03306,-32.91,2.452
27166,"Other","Copper",20.36003,64.87148,0.19176
27169,"Nickel","Copper",88.16999,69.28199,31.51
27173,"Copper","Copper",125.97222,7.19167,2.888
27200,"Copper","Copper",17.8104,-29.55074,0.2103
27241,"Copper","Copper",-78.32103,-7.03663,9.777085
27242,"Other","Copper",-70.559,-15.65724,0.378976
27243,"Copper","Copper",139.47806,-20.72167,2.376
27244,"Copper","Copper",-70.288609,-27.515542,8.757
27249,"Copper","Copper",75.81472,28.07763,1.0085
27259,"Other","Copper",-130.33556,56.46666,26.35687
27271,"Other","Copper",-130.16839,56.59346,1.531009
27280,"Copper","Copper",-109.67333,32.96167,19.856443
27283,"Copper","Copper",-68.71781,-20.9669,81
27286,"Other","Copper",18.79971,-29.26053,0.36
27290,"Copper","Copper",-71.9655,19.59347,0.8485
27291,"Copper","Copper",20.9525,67.07611,4.441
27337,"Copper","Copper",-130.25108,57.63654,0.664331
27342,"Copper","Copper",-109.55788,30.31865,15.097357
27345,"Copper","Copper",-74.37179,-12.59139,0.32
27346,"Other","Copper",-76.27574,-10.6957,0.1716
27352,"Copper","Copper",-109.1301,38.12872,0.3571
27378,"Nickel","Copper",30.73034,69.39995,1.574
27385,"Copper","Copper",117.72443,29.0142,4.213
27390,"Copper","Copper",-69.06778,-24.21861,4.096
27449,"Copper","Copper",-136.70166,62.33892,0.312565
27467,"Copper","Copper",116.95789,30.57171,0.262
27470,"Copper","Copper",-74.67023,49.86103,0.1452
27475,"Copper","Copper",127.53889,-18.32167,0.1218
27485,"Copper","Copper",102.82291,3.77109,0.1625
27495,"Copper","Copper",104.13085,49.02198,3.95
27497,"Copper","Copper",130.99641,-12.99191,0.337572
27508,"Copper","Copper",-71.32222,-14.89806,4.08
27523,"Copper","Copper",-68.88333,-22.22722,27
27525,"Copper","Copper",-70.25968,-33.15453,36.5
27530,"Copper","Copper",-71.10057,-30.23507,1.9305
27543,"Copper","Copper",22.10442,44.08947,11.526967
27560,"Other","Copper",-117.17411,41.25858,0.891057
27589,"Copper","Copper",-70.85549,-32.5802,0.129
27616,"Copper","Copper",-70.057,-23.43,1.456
27619,"Copper","Copper",55.86414,29.94747,8.9204
27620,"Copper","Copper",122.31389,-22.20167,1.567
27625,"Other","Copper",-6.24917,37.51917,0.11596
27633,"Copper","Copper",-74.23977,49.74183,0.311
27647,"Copper","Copper",-129.82472,58.25389,0.11
27649,"Copper","Copper",-110.84868,67.37655,0.345
27653,"Copper","Copper",-114.97192,39.25777,1.662873
27655,"Nickel","Copper",27.73351,-21.29955,0.132
27656,"Nickel","Copper",27.77139,-21.2125,0.1953
27672,"Nickel","Copper",-81.06667,46.49222,2.333333
27674,"Copper","Copper",-6.85706,37.77557,2.199
27678,"Copper","Copper",-68.83191,-21.91924,24.327954
27685,"Copper","Copper",25.39984,-10.70667,11.4
27706,"Copper","Copper",-131.45361,57.13556,6.1163
27710,"Copper","Copper",136.26864,-22.64654,0.51352
27725,"Other","Copper",-74.46643,51.01024,0.383244
27730,"Copper","Copper",123.34911,0.31454,2.533
27731,"Copper","Copper",141.73,-4.66,12.6037
27734,"Copper","Copper",137.20078,-31.20076,0.7057
27747,"Other","Copper",-75.72195,-12.31757,0.30661
27752,"Copper","Copper",140.58,-22.09306,0.398461
27762,"Copper","Copper",138.91806,-34.35389,0.119
27779,"Nickel","Copper",30.54972,-2.88889,0.238164
27781,"Copper","Copper",58.11898,52.16338,1.855
27792,"Copper","Copper",121.16721,13.77427,1.727732
27796,"Copper","Copper",117.80817,-20.88066,0.119
27797,"Copper","Copper",-155.2907,59.89854,37.063002
27803,"Other","Copper",72.84667,24.34611,0.274
27804,"Copper","Copper",-72.35104,-14.06751,10.0446
27805,"Copper","Copper",-70.62083,-17.10444,15.462
27806,"Copper","Copper",-79.12339,-6.35783,22.055
27814,"Copper","Copper",178.15715,-18.00585,6.713562
27817,"Copper","Copper",115.64711,29.74772,1.2566
27818,"Copper","Copper",117.593,28.972,0.9132
27825,"Other","Copper",145.44258,-41.79741,0.19758
27826,"Other","Copper",-99.92919,18.30392,0.123558
27830,"Copper","Copper",-39.871,-9.869,2.194
27868,"Copper","Copper",31.12972,-23.99111,2.495041
27910,"Other","Copper",-69.28423,-27.79025,6.25957
27918,"Copper","Copper",120.6225,16.26389,0.459793
27944,"Other","Copper",-78.53194,-6.99417,1.2
27951,"Other","Copper",29.82486,-20.32927,0.122
27952,"Copper","Copper",-79.28313,-6.09492,6.468222
27981,"Copper","Copper",-69.07306,-22.95306,0.9573
28004,"Copper","Copper",145.79889,-31.41083,1.0234
28010,"Copper","Copper",-69.58029,-26.25652,10.9
28026,"Other","Copper",-126.77117,57.05037,0.812838
28032,"Copper","Copper",86.45094,22.5945,1.6332
28037,"Copper","Copper",-130.55489,61.2372,0.1694
28079,"Copper","Copper",-127.09113,53.97923,0.904462
28086,"Copper","Copper",-70.43032,-32.41196,12.141751
28088,"Copper","Copper",55.16742,30.42137,1.0736
28090,"Copper","Copper",59.42166,54.31216,1.709
28091,"Copper","Copper",58.63778,52.6945,1.213
28092,"Copper","Copper",58.49077,51.47743,4.492
28118,"Copper","Copper",-127.69006,54.85341,0.343
28125,"Other","Copper",27.21882,-25.50676,0.187931
28129,"Copper","Copper",122.68167,9.4775,1.599
28222,"Copper","Copper",17.88336,-28.69167,2.595
28228,"Copper","Copper",86.33854,48.29388,0.463715
28237,"Other","Copper",-81.36111,46.41611,0.1434
28244,"Other","Copper",24.07849,42.67973,0.249476
28249,"Copper","Copper",46.70383,38.6961,5.076
28256,"Copper","Copper",-70.31502,-26.55799,5.885
28257,"Copper","Copper",16.257872,51.549699,28.447
28268,"Copper","Copper",28.04472,-12.65889,3.7102
28269,"Copper","Copper",28.23889,-12.53417,6.8255
28272,"Copper","Copper",28.33806,-13.04861,0.362727
28283,"Other","Copper",-101.16138,23.14165,0.235
28286,"Copper","Copper",-14.43333,19.75,0.2024
28295,"Copper","Copper",-69.21,-23.241,5.55
28301,"Copper","Copper",-69.43887,-32.2448,0.932021
28305,"Copper","Copper",-113.40076,28.03895,17.804303
28306,"Copper","Copper",-79.41639,-2.93306,0.234
28308,"Copper","Copper",-77.79725,50.94033,0.235
28337,"Copper","Copper",119.20431,-21.1505,0.17975
28344,"Copper","Copper",-101.05833,55.16192,0.15404
28354,"Nickel","Copper",-7.87547,7.76516,0.278778
28369,"Copper","Copper",-70.25281,-27.49859,2.2
28371,"Copper","Copper",26.18647,-10.58131,30.1394
28375,"Copper","Copper",138.28469,-17.78583,0.4601
28382,"Copper","Copper",-108.19166,26.88337,3.462268
28402,"Copper","Copper",103.81461,22.61552,0.55
28427,"Copper","Copper",-109.64196,28.39708,1.376
28428,"Copper","Copper",140.70306,-20.44306,1.4
28521,"Other","Copper",147.40806,-33.62692,0.56
28526,"Copper","Copper",69.64324,40.81403,4.4735
28530,"Other","Copper",121.45251,16.32712,0.19
28638,"Copper","Copper",77.40416,46.99753,21.669923
28650,"Copper","Copper",-69.33889,-22.84722,6.577
28651,"Copper","Copper",-6.45046,30.35469,0.105
28663,"Copper","Copper",38.93563,15.40432,0.691591
28701,"Copper","Copper",146.00799,-32.42713,0.1245
28703,"Copper","Copper",140.97922,-20.95564,0.563
28704,"Copper","Copper",-68.91492,-22.38213,14.1
28732,"Other","Copper",45.07778,24.29154,0.1066
28755,"Copper","Copper",41.57692,41.24258,0.435
28765,"Copper","Copper",-70.26891,-27.50578,0.3
28810,"Copper","Copper",-70.431,-31.744,25.4
28811,"Copper","Copper",79.98035,46.96519,6.045
28818,"Other","Copper",-78.62975,-6.7613,0.123504
28835,"Other","Copper",-131.0925,56.66667,0.479447
28837,"Copper","Copper",27.76806,-12.29917,2
28842,"Copper","Copper",-69.51083,-23.42889,6.237
28865,"Copper","Copper",-120.99111,50.54222,0.540915
28868,"Copper","Copper",25.82228,-12.23622,10.91
28886,"Copper","Copper",104.13235,49.02027,7.36
28908,"Copper","Copper",-129.80495,57.70019,3.285714
28933,"Other","Copper",-66.06061,47.5918,0.142987
28953,"Copper","Copper",17.51197,-19.27206,0.408001
28955,"Copper","Copper",44.4575,41.36528,0.3
28959,"Copper","Copper",120.82472,16.82972,2.8
28992,"Nickel","Copper",-62.09573,56.33024,0.297
29123,"Copper","Copper",-109.73943,28.56822,0.204482
29139,"Copper","Copper",119.71343,-25.5086,0.15
29152,"Copper","Copper",-69.54394,-28.17662,3.973
29172,"Other","Copper",-130.59894,61.47108,0.1747
29179,"Nickel","Copper",26.97542,67.68559,0.8864
29183,"Copper","Copper",61.53389,57.3845,0.74
29186,"Copper","Copper",-71.00836,-16.90242,2.675831
29188,"Copper","Copper",20.04449,42.05777,0.2884
29191,"Cobalt","Copper",28.21028,-12.83944,0.232
29195,"Other","Copper",81.49301,51.47063,0.107
29221,"Copper","Copper",-66.283,-27.376,6.15
29249,"Other","Copper",30.35547,-18.65857,0.668736
29283,"Copper","Copper",46.13606,39.14443,5.22
29285,"Copper","Copper",117.87684,30.91435,1.129
29291,"Copper","Copper",22.35806,41.66694,0.255
29312,"Copper","Copper",74.29833,51.85389,4.553
29320,"Copper","Copper",-108.12552,27.00509,2.403
29339,"Copper","Copper",140.53306,-21.025,0.24
29346,"Other","Copper",-110.61869,29.88185,0.136304
29357,"Copper","Copper",-49.36667,-14.23306,3.241
29361,"Copper","Copper",-71.25,-15,1.586
29373,"Copper","Copper",-69.62546,18.82574,0.5467
29388,"Copper","Copper",125.05,6.47,15.25
29404,"Other","Copper",-100.14407,18.17569,0.1411
29411,"Copper","Copper",-125.43917,55.92778,0.264909
29415,"Copper","Copper",-120.46389,50.63639,1.502099
29424,"Other","Copper",-80.50761,7.54904,0.43817
29434,"Other","Copper",-105.80934,26.81776,0.7622
29439,"Other","Copper",-8.13534,31.71018,0.131
29441,"Other","Copper",97.29502,23.10908,0.2
29471,"Copper","Copper",-69.86216,-25.8291,0.5699
29488,"Other","Copper",27.23435,-11.76557,0.218541
29506,"Copper","Copper",150.48998,-5.9727,0.309
29508,"Copper","Copper",-67.73582,-24.57255,11.6567
29509,"Other","Copper",-75.991,-13.077,0.2693
29544,"Copper","Copper",146.85025,-31.22489,0.314
29581,"Copper","Copper",-147.13267,63.14772,0.224375
29617,"Copper","Copper",150.01731,-5.7167,1.2
29632,"Other","Copper",16.218225,60.321933,0.113131
29636,"Copper","Copper",-76.67487,1.24398,3.447299
29649,"Copper","Copper",-112.35303,34.03939,0.5642
29658,"Nickel","Copper",-69.64167,59,0.195753
29728,"Copper","Copper",-127.431,53.802,3.235925
29729,"Copper","Copper",-125.97944,49.25667,1.224
29730,"Copper","Copper",-126.33186,55.19528,1.035324
29735,"Other","Copper",116.411,25.186,1.119915
29739,"Copper","Copper",117.28385,30.44341,0.106
29743,"Copper","Copper",97.735,31.412,4.98
29744,"Copper","Copper",101.65,24.10231,0.519726
29761,"Copper","Copper",-110.48932,32.7532,2.191757
29765,"Copper","Copper",-79.03361,49.79377,0.182
29799,"Other","Copper",-125.57556,54.86,0.159
29814,"Other","Copper",-59.47098,-10.05674,0.1903
29829,"Copper","Copper",25.43861,-10.69861,1.6717
29924,"Copper","Copper",-101.46579,24.69588,1.092
29980,"Other","Copper",83.54056,50.36,0.75
29989,"Copper","Copper",27.94981,-13.96021,0.702
30022,"Other","Copper",23.70292,40.47288,1.222
30025,"Copper","Copper",-69.269,-22.77766,9.854
30058,"Copper","Copper",58.12736,52.16926,1.759
30148,"Copper","Copper",-68.44326,-17.18672,0.1128
30245,"Copper","Copper",-126.67611,56.60806,0.1339
30254,"Copper","Copper",60.93238,53.21406,2.1105
30256,"Other","Copper",-79.84067,-3.56373,0.4046
30261,"Other","Copper",82.19627,51.19907,0.364
30270,"Copper","Copper",-78.66162,0.32124,16.92
30277,"Copper","Copper",81.20347,49.67436,0.534
30325,"Copper","Copper",-78.66614,-6.72277,2.26796
30326,"Copper","Copper",-102.008,22.5886,1.309
30327,"Copper","Copper",103.0599,26.1788,0.2899
30340,"Copper","Copper",-69.88277,-22.63801,3
30466,"Cobalt","Copper",27.4398,-11.51357,0.118024
30469,"Copper","Copper",-6.56167,37.70233,1.398106
30486,"Copper","Copper",58.63872,52.69235,0.281
30492,"Copper","Copper",-77.67585,-8.60713,0.880899
30495,"Copper","Copper",29.15844,-13.93222,0.196
30526,"Copper","Copper",-101.42974,24.61056,0.282958
30531,"Copper","Copper",100.12411,34.38696,0.595
30555,"Copper","Copper",-68.82088,-23.4086,1.6
30560,"Copper","Copper",-114.77983,41.78048,0.736066
30584,"Other","Copper",-78.66712,-6.72854,6.188655
30611,"Copper","Copper",-78.31874,-6.97216,4.3
30654,"Copper","Copper",114.83778,29.99972,0.314
30656,"Copper","Copper",106.66846,41.27074,0.423636
30658,"Copper","Copper",116.79934,28.29898,0.17
30665,"Copper","Copper",88.75129,46.75254,0.1352
30684,"Copper","Copper",-56.02503,49.58268,0.172
30707,"Other","Copper",30.10589,-24.95532,0.152392
30738,"Copper","Copper",41.16796,43.82096,0.707
30745,"Copper","Copper",59.38086,54.09599,0.255
30749,"Copper","Copper",59.44685,51.56134,0.238
30753,"Copper","Copper",59.46476,50.64799,0.351
30755,"Copper","Copper",59.84,58.15194,1.005
30844,"Copper","Copper",-77.7743,-8.22022,0.9451
30849,"Copper","Copper",-91.8178,47.75014,1.47
30884,"Copper","Copper",27.00861,-11.16833,0.475434
30897,"Copper","Copper",-8.71439,29.48407,0.122
30900,"Nickel","Copper",-96.72627,62.89523,0.6372
30956,"Other","Copper",-101.03096,21.07687,0.360201
30961,"Copper","Copper",26.76318,-11.01368,0.3109
